formula_id,formula_name,herbs,herb_count,book_title,chapter_title
277,身痛逐瘀汤,"['五灵脂', '地龙', '川芎', '当归', '桃仁', '没药', '牛膝', '甘草', '秦艽', '红花', '羌活', '香附']",12,全国名老中医秘方,十一、坐骨神经痛
278,七厘散,"['乳香', '儿茶', '冰片', '朱砂', '没药', '红花', '血竭', '麝香']",8,验方新编,增补伤科圣药七厘散
279,复原活血汤,"['大黄', '天花粉', '当归', '柴胡', '桃仁', '甘草', '穿山甲', '红花']",8,普济方,从高坠下（附论）
280,温经汤,"['人参', '半夏', '吴茱萸', '川芎', '当归', '桂枝', '牡丹皮', '甘草', '生姜', '芍药', '阿胶', '麦冬']",12,经方一百首,100、温经汤
281,失笑散,"['五灵脂', '蒲黄']",2,时方歌括,独圣散
282,手拈散,"['五灵脂', '延胡索', '没药', '草果']",4,是斋百一选方,手拈散
283,丹参饮,"['丹参', '檀香', '砂仁']",3,时方歌括,丹参饮
284,鳖甲煎丸,"['人参', '凌霄花', '半夏', '厚朴', '土鳖虫', '大黄', '射干', '干姜', '柴胡', '桂枝', '桃仁', '牡丹皮', '瞿麦', '石韦', '芍药', '葶苈子', '蜂房', '蜣螂', '赤硝', '阿胶', '鳖甲', '黄芩', '鼠妇']",23,金匮玉函要略辑义,疟病脉证并治第四（证二条、方六首）
285,桂枝茯苓丸,"['桂枝', '桃仁', '牡丹皮', '芍药', '茯苓']",5,经方杂谈,39桂枝茯苓丸
286,抵当汤,"['大黄', '桃仁', '水蛭', '虻虫']",4,张卿子伤寒论,抵当汤方第四十七
287,四生丸,"['侧柏叶', '地黄', '艾叶', '荷叶']",4,时方歌括,四生丸
288,十灰散,"['侧柏叶', '大蓟', '大黄', '小蓟', '栀子', '棕榈皮', '牡丹皮', '白茅根', '茜草', '荷叶']",10,验方新编,（各方）
289,咳血方,"['栀子', '海粉', '瓜蒌子', '诃子', '青黛']",5,医方考,血证门第二十一
290,小蓟饮子,"['地黄', '大蓟', '小蓟', '栀子', '淡竹叶', '滑石', '甘草', '蒲黄', '通草']",9,严氏济生方,小蓟饮子
291,黄土汤,"['伏龙肝', '甘草', '生地', '白术', '阿胶', '附子', '黄芩']",7,金匮要略心典,惊悸吐衄下血胸满瘀血病脉证治第十六
292,胶艾汤,"['川芎', '干姜', '当归', '甘草', '生地', '艾叶', '芍药', '阿胶']",8,普济方,从高坠下（附论）
293,脏连丸,"['猪大肠', '黄连']",2,奇方类编,血症门
294,棕灰散,"['棕榈皮', '蚕沙', '阿胶']",3,普济方,诸血
295,川芎茶调散,"['川芎', '甘草', '白芷', '细辛', '羌活', '荆芥', '薄荷', '防风']",8,汤头歌诀,川芎茶调散
296,小活络丹,"['乳香', '地龙', '天南星', '川乌', '没药', '草乌']",6,证治准绳·类方,脚气
297,牵正散,"['僵蚕', '全蝎', '白附子']",3,普济方,卒中风（附论）
298,止痉散,"['全蝎', '蜈蚣']",2,经方使用手册,止痉散
299,消风散,"['当归', '木通', '牛蒡子', '甘草', '生地', '知母', '石膏', '苍术', '苦参', '茯苓皮', '茺蔚子', '荆芥', '蝉蜕', '防风']",14,全国名老中医秘方,三十、肾炎
300,玉真散,"['天麻', '白芷', '白附子', '羌活', '胆南星', '防风']",6,验方新编,跌打损伤三方
301,木瓜丸,"['五加皮', '吴茱萸', '大青盐', '木瓜', '牛膝', '白术', '防风', '附子']",8,杨氏家藏方,木瓜丸
302,拨云退翳丸,"['地骨皮', '天花粉', '密蒙花', '川芎', '当归', '慈姑', '木贼', '枳实', '甘草', '羌活', '花椒', '荆芥', '菊花', '蒺藜', '蔓荆子', '薄荷', '蛇蜕', '蝉蜕', '黄连']",19,医方论,明目之剂
303,青州白丸子,"['半夏', '天南星', '川乌', '白附子']",4,普济本事方,青州白丸子
304,羚角钩藤汤,"['川贝母', '桑叶', '甘草', '生地', '白芍', '竹茹', '羚羊角', '茯苓', '菊花', '钩藤']",10,名方广用,羚角钩藤汤　《通俗伤寒论》
305,蚱蝉散,"['人参', '牛黄', '苦杏仁', '茯神', '蛇蜕', '蝉蜕', '钩藤', '麦冬', '龙齿']",9,太平圣惠方,治小儿惊悸诸方
306,地黄饮子,"['五味子', '大枣', '山茱萸', '巴戟天', '熟地', '生姜', '白茯苓', '石斛', '石菖蒲', '肉桂', '肉苁蓉', '薄荷', '远志', '附子', '麦冬']",15,金匮要略浅注,中风历节病脉证并治第五
307,清燥救肺汤,"['人参', '枇杷叶', '桑叶', '甘草', '石膏', '苦杏仁', '阿胶', '麦冬', '黑芝麻']",9,时方歌括,清燥救肺汤
308,增液汤,"['玄参', '生地', '麦冬']",3,名方广用,增液汤　《温病条辩》
309,增液承气汤,"['大黄', '玄参', '生地', '芒硝', '麦冬']",5,刘渡舟伤寒论十四讲,第九讲　试论承气汤类的加减证治
310,麦门冬汤,"['人参', '半夏', '大枣', '甘草', '粳米', '麦冬']",6,金匮名医验案精选,麦门冬汤
311,琼玉膏,"['人参', '地黄', '白茯苓', '蜂蜜']",4,时方歌括,琼玉膏
312,百合固金汤,"['地黄', '川贝母', '当归', '桔梗', '熟地', '玄参', '甘草', '百合', '芍药', '麦冬']",10,医方论,补养之剂
313,补肺阿胶汤,"['牛蒡子', '甘草', '糯米', '苦杏仁', '阿胶', '马兜铃']",6,世医得效方,泄泻
314,百合鸡子汤,"['百合', '鸡子黄']",2,金匮玉函经二注,卷三 百合狐惑阴阳毒病证治第三
315,栝楼牡蛎散,"['天花粉', '牡蛎']",2,金匮要略心典,百合狐惑阴阳毒病证治第三
316,平胃散,"['厚朴', '炙甘草', '苍术', '陈皮']",4,时方歌括,平胃散
317,不换金正气散,"['半夏', '厚朴', '广藿香', '甘草', '苍术', '陈皮']",6,普济方,中湿附论
318,藿香正气散,"['半夏曲', '厚朴', '大枣', '大腹皮', '广藿香', '桔梗', '甘草', '生姜', '白术', '白芷', '紫苏', '茯苓', '陈皮']",13,汤头歌诀,藿香正气
319,六和汤,"['人参', '半夏', '厚朴', '广藿香', '木瓜', '甘草', '白扁豆', '砂仁', '苦杏仁', '赤茯苓', '香薷']",11,普济方,中暑附论
320,厚姜半甘参汤,"['人参', '半夏', '厚朴', '甘草', '生姜']",5,张卿子伤寒论,厚朴生姜甘草半夏人参汤方第二十七
321,茵陈蒿汤,"['大黄', '栀子', '茵陈']",3,伤寒论类方,茵陈蒿汤（五）
322,栀子柏皮汤,"['栀子', '甘草', '黄柏']",3,经方杂谈,12栀子柏皮汤
323,茵陈四逆汤,"['甘草', '茵陈', '附子']",3,金匮玉函要略辑义,黄胆病脉证并治第十五（论二首、脉证十四条、方七首）
324,斩梦丹,"['滑石', '知母', '黄柏']",3,普济方,肾虚漏浊遗精（附论）
325,五淋散,"['当归', '栀子', '灯心草', '甘草', '芍药', '赤茯苓']",6,时方歌括,五淋散
326,拈痛汤,"['人参', '升麻', '当归', '泽泻', '猪苓', '甘草', '白术', '知母', '羌活', '苍术', '苦参', '茵陈', '葛根', '防风', '黄芩']",15,医方考,脚气门第六十
327,二妙散,"['苍术', '黄柏']",2,仁术便览,痛风（附湿痹 鹤膝风）
328,除湿胃苓汤,"['厚朴', '木通', '栀子', '桂心', '泽泻', '滑石', '猪苓', '甘草', '白术', '苍术', '赤茯苓', '防风', '陈皮']",13,验方新编,除湿胃苓汤
329,五苓散,"['桂枝', '泽泻', '猪苓', '白术', '茯苓']",5,伤寒明理论,五苓散方
330,泽漆丸,"['厚朴', '大黄', '木香', '槟榔', '泽泻', '泽漆', '肉桂', '郁李仁', '附子', '陈皮']",10,太平圣惠方,治食症诸方
331,茵陈五苓散,"['五苓散', '茵陈']",2,奇效良方,茵陈五苓散
332,泽泻散,"['木通', '枳壳', '桑白皮', '槟榔', '泽泻', '赤茯苓']",6,太平圣惠方,治妊娠胎间水气子满体肿诸方
333,猪苓汤,"['泽泻', '滑石', '猪苓', '茯苓', '阿胶']",5,伤寒括要,阳明篇凡十方
334,防己黄芪汤,"['甘草', '白术', '防己', '黄芪']",4,金匮名医验案精选,防己黄芪汤
335,防己茯苓汤,"['桂枝', '甘草', '茯苓', '防己', '黄芪']",5,金匮名医验案精选,防己茯苓汤
336,五皮散,"['大腹皮', '桑白皮', '生姜', '茯苓皮', '陈皮']",5,普济方,身体肿胀
337,五皮饮,"['大腹皮', '桑白皮', '生姜', '茯苓皮', '陈皮']",5,汤头歌诀,五皮饮
338,茯苓甘草汤,"['桂枝', '甘草', '生姜', '茯苓']",4,伤寒寻源,茯苓甘草汤
339,百合滑石散,"['滑石', '百合']",2,金匮要略心典,百合狐惑阴阳毒病证治第三
340,苓桂术甘汤,"['桂枝', '甘草', '白术', '茯苓']",4,张卿子伤寒论,茯苓桂枝白术甘草汤方第二十八
341,甘草干姜茯苓白术汤,"['干姜', '甘草', '白术', '茯苓']",4,时方歌括,肾着汤
342,败酱散,"['薏苡仁', '败酱', '附子']",3,高注金匮要略,疮痈肠痈浸淫病脉证治第十八
343,真武汤,"['生姜', '白术', '芍药', '茯苓', '附子']",5,经方一百首,078、真武汤
344,萆薢分清饮,"['乌药', '益智仁', '石菖蒲', '萆薢']",4,证治准绳·类方,赤白浊
345,羌活胜湿汤,"['川芎', '独活', '甘草', '羌活', '蔓荆子', '藁本', '防风']",7,汤头歌诀,羌活胜湿
346,珍宝三生丹,"['大黄', '山茱萸', '山药', '枳壳', '槟榔', '火麻仁', '牛膝', '独活', '菟丝子', '车前子', '郁李仁']",11,汤头歌诀,搜风顺气
347,增补省风汤,"['全蝎', '半夏', '川乌', '木香', '甘草', '白附子', '胆南星', '防风']",8,医方考,中风门第一
348,蠲痹汤,"['当归', '片姜黄', '甘草', '羌活', '赤茯苓', '黄芪']",6,严氏济生方,蠲痹汤
349,独活寄生汤,"['人参', '川芎', '当归', '杜仲', '桑寄生', '熟地', '牛膝', '独活', '甘草', '白芍', '秦艽', '细辛', '肉桂', '茯苓', '防风']",15,普济方,中风
350,鸡鸣散,"['吴茱萸', '木瓜', '桔梗', '槟榔', '橘红', '生姜', '紫苏叶']",7,时方歌括,鸡鸣散
351,桂枝芍药知母汤,"['桂枝', '甘草', '生姜', '白术', '知母', '芍药', '防风', '附子', '麻黄']",9,金匮名医验案精选,桂枝芍药知母汤
352,铁骨丹,"['乌梢蛇', '乳香', '五灵脂', '全蝎', '天麻', '川乌', '川芎', '巴戟天', '当归', '木鳖子', '杜仲', '没药', '牛膝', '独活', '白僵蚕', '白附子', '秦艽', '细辛', '续断', '羌活', '肉桂', '胆南星', '自然铜', '苍术', '草乌', '萆薢', '蒺藜', '薏苡仁', '虎胫骨', '补骨脂', '防风', '麝香', '麻黄']",33,奇效良方,铁骨丹
353,桂枝附子汤,"['大枣', '桂枝', '甘草', '生姜', '附子']",5,张卿子伤寒论,桂枝附子汤方第六十九
354,白术附子汤,"['大枣', '甘草', '生姜', '白术', '附子']",5,金匮要略心典,痉湿病脉证治第二
355,甘草附子汤,"['桂枝', '甘草', '白术', '附子']",4,伤寒寻源,甘草附子汤
356,二陈汤,"['半夏', '甘草', '茯苓', '陈皮']",4,时方歌括,二陈汤
357,导痰汤,"['半夏', '天南星', '枳实', '橘红', '甘草', '赤茯苓']",6,普济方,一切痰饮
358,涤痰汤,"['人参', '半夏', '枳实', '橘红', '甘草', '石菖蒲', '竹茹', '胆南星', '茯苓']",9,仁术便览,中风
359,温胆汤,"['半夏', '枳实', '甘草', '白茯苓', '竹茹', '陈皮']",6,时方歌括,温胆汤
360,十味温胆汤,"['五味子', '人参', '半夏', '枳实', '熟地', '甘草', '白茯苓', '远志', '酸枣仁', '陈皮']",10,证治准绳·类方,惊
361,茯苓丸,"['半夏', '枳壳', '芒硝', '茯苓']",4,时方歌括,指迷茯苓丸
362,苍附导痰丸,"['半夏', '枳壳', '甘草', '胆南星', '苍术', '茯苓', '陈皮', '香附']",8,验方新编,数月而经一行
363,启宫丸,"['半夏曲', '川芎', '橘红', '甘草', '白术', '神曲', '茯苓', '香附']",8,医方论,经产之剂
364,皂角化痰丸,"['人参', '半夏', '大皂角', '天南星', '枳壳', '白矾', '白附子', '赤茯苓']",8,证治准绳·类方,痰饮
365,散聚汤,"['半夏', '厚朴', '吴茱萸', '川芎', '当归', '枳壳', '桂心', '槟榔', '甘草', '苦杏仁', '茯苓', '附子', '陈皮']",13,证治准绳·类方,积聚
366,三棱煎,"['三棱', '半夏', '莪术', '青皮', '麦芽']",5,三因极一病证方论,妇人女子众病论证治法
367,苦酒汤,"['半夏', '醋', '鸡子白']",3,伤寒贯珠集,少阴诸法
368,清气化痰丸,"['枳实', '瓜蒌子', '生姜', '苦杏仁', '茯苓', '陈皮', '黄芩']",7,医方考,痰门第十五
369,小陷胸汤,"['半夏', '瓜蒌子', '黄连']",3,伤寒捷诀,结胸
370,柴胡陷胸汤,"['半夏', '枳实', '柴胡', '桔梗', '瓜蒌子', '生姜', '黄芩', '黄连']",8,伤寒大白,胸满
371,清肺汤,"['冬瓜仁', '凤凰衣', '苦杏仁', '薏苡仁', '防己']",5,普济方,肺实（附论）
372,消瘰丸,"['川贝母', '牡蛎', '玄参']",3,时方妙用,瘰
373,苓甘五味姜辛汤,"['五味子', '干姜', '甘草', '细辛', '茯苓']",5,金匮要略心典,痰饮咳嗽病脉证治第十二
374,三子养亲汤,"['白芥子', '紫苏子', '莱菔子']",3,医方考,痰门第十五
375,半夏白术天麻汤,"['人参', '半夏', '天麻', '泽泻', '白术', '苍术', '陈皮', '黄芪']",8,普济方,膈痰风厥头痛（附论）
377,保和丸,"['半夏', '山楂', '神曲', '茯苓', '莱菔子', '连翘', '陈皮']",7,医方考,伤食门第二十九
378,鳖甲煎丸,"['人参', '凌霄花', '半夏', '厚朴', '土鳖虫', '大黄', '射干', '干姜', '柴胡', '桂枝', '桃仁', '牡丹皮', '瞿麦', '石韦', '芍药', '葶苈子', '蜂房', '蜣螂', '赤硝', '阿胶', '鳖甲', '黄芩', '鼠妇']",23,金匮玉函要略辑义,疟病脉证并治第四（证二条、方六首）
379,木香槟榔丸,"['大黄', '木香', '槟榔', '牵牛子', '莪术', '陈皮', '青皮', '香附', '黄柏', '黄连']",10,退思集类方歌注,承气汤类
380,健脾丸,"['人参', '山药', '木香', '甘草', '白术', '白茯苓', '砂仁', '神曲', '肉豆蔻', '陈皮', '麦芽', '黄连']",12,证治准绳·类方,不能食
381,枳术丸,"['枳实', '白术']",2,证治准绳·类方,伤饮食
382,资生丸,"['人参', '山楂', '山药', '广藿香', '桔梗', '橘红', '泽泻', '甘草', '白扁豆', '白术', '白茯苓', '白蔻', '神曲', '芡实', '莲子', '薏苡仁', '麦芽', '黄连']",18,奇方类编,脾胃门
383,曲蘗枳术丸,"['枳实', '白术', '神曲', '麦曲']",4,普济方,饮食劳倦
384,橘半枳术丸,"['半夏', '枳实', '白术', '陈皮']",4,经方一百首,045、枳术汤
385,枳实消痞丸,"['人参', '半夏曲', '厚朴', '干姜', '枳实', '甘草', '白术', '茯苓', '麦芽', '黄连']",10,医方论,消导之剂
387,葛花解酒汤,"['人参', '干姜', '木香', '橘红', '泽泻', '猪苓', '白术', '白茯苓', '白豆蔻', '砂仁', '神曲', '葛花', '青皮']",13,证治准绳·类方,伤饮食
388,乌梅丸,"['乌梅', '人参', '干姜', '当归', '桂枝', '细辛', '花椒', '附子', '黄柏', '黄连']",10,张卿子伤寒论,乌梅丸方第一百
389,肥儿丸,"['使君子', '槟榔', '神曲', '肉豆蔻', '麦芽', '黄连']",6,太平惠民和剂局方,治小儿诸疾（附诸汤、诸香。外有治疗诸方，互见各类。）
390,化虫丸,"['使君子', '槟榔', '白矾', '胡粉', '芜荑', '苦楝皮', '鹤虱']",7,医方论,杀虫之剂
391,瓜蒂散,"['瓜蒂', '赤小豆']",2,金匮要略心典,腹满寒疝宿食病脉证治第十
392,三圣散,"['没药', '琥珀', '西红花']",3,圣济总录,中风舌强不语
393,救急稀涎散,"['大皂角', '白矾']",2,圣济总录,卒中风
395,仙方活命饮,"['乳香', '大皂角', '天花粉', '川贝母', '当归', '没药', '甘草', '白芷', '穿山甲', '赤芍', '金银花', '防风', '陈皮']",13,删补名医方论,卷（五）
396,蟾酥丸,"['巴豆', '蟾酥', '附子', '麝香']",4,严氏济生方,蟾酥丸
397,连翘败毒散,"['升麻', '川芎', '当归', '柴胡', '栀子', '桔梗', '牛蒡子', '玄参', '羌活', '芍药', '薄荷', '连翘', '防风', '黄芩']",14,伤寒括要,杂方凡五十六方
398,五味消毒饮,"['天葵子', '紫花地丁', '蒲公英', '野菊花', '金银花']",5,验方新编,五味消毒饮
399,神效托里散,"['当归', '忍冬藤', '甘草', '黄芪']",4,普济方,痈疽发背作寒热
400,托里透脓汤,"['人参', '升麻', '当归', '慈姑', '甘草', '白术', '白芷', '皂角刺', '穿山甲', '青皮']",10,验方新编,托里透脓汤
401,阳和汤,"['熟地', '甘草', '肉桂', '骨碎补', '鹿角胶', '麻黄']",6,验方新编,阴疽诸方
402,清肠饮,"['地榆', '当归', '玄参', '甘草', '薏苡仁', '金银花', '麦冬', '黄芩']",8,验方新编,大肠痈
403,薏苡附子败酱散,"['薏苡仁', '败酱', '附子']",3,金匮名医验案精选,薏苡附子败酱散
404,大黄牡丹汤,"['冬瓜仁', '大黄', '桃仁', '牡丹皮', '芒硝']",5,经方杂谈,41大黄牡丹汤
405,苇茎汤,"['冬瓜仁', '桃仁', '芦根', '薏苡仁']",4,金匮要略心典,肺痿肺痈咳嗽上气病脉证治第七
406,薏苡仁汤,"['当归', '甘草', '肉桂', '芍药', '苍术', '薏苡仁', '麻黄']",7,奇效良方,薏苡仁汤
407,四生散,"['沙苑子', '白附子', '羌活', '黄芪']",4,苏沈良方,四生散
408,牡丹散,"['三棱', '延胡索', '当归', '桂心', '牛膝', '牡丹皮', '莪术', '赤芍']",8,普济方,血气心腹疼痛
409,生肌玉红膏,"['当归', '甘草', '白芷', '紫草', '蜂蜡', '血竭', '轻粉', '麻油']",8,文堂集验方,外科
410,皂刺散,"['五灵脂', '瓜蒌皮', '皂角刺']",3,普济方,诸痈疽
